dataset,score,policy,tolerance,coverage,set_size,shortfall,delta_coverage,delta_size,delta_shortfall,queried,saving
pamap2,LAC,hypergeom,1.0,0.8959997884173064,3.353512303375959,0.045955249268288444,0.024620401269010026,0.42012816865094543,-0.014624967062782634,192.24166666666667,0.26146412037037037
pamap2,LAC,martingale,0.1,0.8715868808920306,2.934612997961272,0.06038918085685629,0.00020749374373428542,0.0012288632362582486,-0.00019103547421481053,269.5416666666667,0.0013599537037036879
pamap2,LAC,martingale,0.25,0.8745236034720816,2.960333247835795,0.058150754372498926,0.0031442163237851623,0.026949113110781766,-0.002429461958572156,264.06666666666666,0.01797164351851849
pamap2,LAC,martingale,0.5,0.8817893112619669,3.0612833765315592,0.053784906571413195,0.010409924113670534,0.12789924180654602,-0.006795309759657885,248.31041666666667,0.06769386574074071
pamap2,LAC,martingale,1.0,0.8954369929813684,3.3391934693315286,0.04637396855271402,0.024057605833072055,0.4058093346065155,-0.01420624777835706,215.8375,0.17524305555555553
pamap2,LAC,midpoint,0.5,0.8694759034927498,2.9233490965731543,0.062345792760141315,-0.0019034836555465243,-0.010035038151859289,0.0017655764290701887,221.79583333333335,0.16195023148148144
pamap2,LAC,no_intersection,0.5,0.8825994065448395,3.080238140069831,0.05329224591212,0.011220019396543109,0.14685400534481766,-0.007287970418951084,227.5270833333333,0.14187499999999997
pamap2,LAC,one_look_50,0.5,0.9106476945391645,4.130497892135764,0.03885826712525268,0.03926830739086818,1.1971137574107502,-0.021721949205818398,135.0,0.5000000000000002
pamap2,LAC,sparse_checks,0.5,0.8787536282878955,3.0184610450353886,0.0555607204309431,0.007374241139599142,0.08507691031037544,-0.005019495900127977,235.15625,0.11550636574074073
pamap2,LAC,uncorrected,0.5,0.8821306664920755,3.084321935611074,0.05372127433505224,0.010751279343779103,0.15093780088606093,-0.006858941996018837,196.03125,0.24045428240740738
realdisp,APS,fixed_25,0.5,0.9021173130172119,8.786241579400922,0.026155227406718464,0.001966682644633081,0.27470474571943254,0.0018604032851331411,97.5,0.7500000000000004
realdisp,APS,fixed_50,0.5,0.9010306082105389,8.611489885494855,0.024929399237852385,0.0008799778379600785,0.09995305181336464,0.0006345751162670669,195.0,0.5000000000000002
realdisp,APS,fixed_75,0.5,0.9004097606244272,8.543900438922034,0.02455675655973086,0.00025913025184833065,0.03236360524054287,0.0002619324381455401,292.5,0.2500000000000001
realdisp,APS,full_reference,0.5,0.9001506303725789,8.511536833681491,0.024294824121585314,0.0,0.0,0.0,390.0,0.0
realdisp,APS,horizon,0.1,0.9001887643267183,8.5138790758885,0.02429126241325349,3.813395413944211e-05,0.0023422422070104544,-3.561708331821614e-06,388.4916666666667,0.002944444444444418
realdisp,APS,horizon,0.25,0.9008282799267491,8.533028911723905,0.023919271349803886,0.0006776495541701359,0.02149207804241536,-0.00037555277178142173,383.845,0.011284722222222186
realdisp,APS,horizon,0.5,0.9034397796793829,8.617525217503838,0.022485905772351353,0.0032891493068039693,0.10598838382234665,-0.0018089183492339407,367.66,0.04130787037037033
realdisp,APS,horizon,1.0,0.909805143433454,8.841330337349412,0.019265691846360716,0.009654513060875048,0.3297935036679206,-0.005029132275224573,322.34,0.13222916666666665
realdisp,APS,hypergeom,0.1,0.9001718350956357,8.512430904715107,0.024284853926886237,2.120472305683089e-05,0.0008940710336172255,-9.970194699076486e-06,389.72999999999996,0.000502314814814804
realdisp,APS,hypergeom,0.25,0.900642804939471,8.525407419368285,0.024000943508567425,0.0004921745668921269,0.013870585686794798,-0.0002938806130178796,387.3783333333334,0.0045428240740740455
realdisp,APS,hypergeom,0.5,0.9032762569719384,8.608223196341601,0.022521266355422967,0.003125626599359461,0.09668636266011117,-0.0017735577661623283,376.5766666666667,0.024491898148148106
realdisp,APS,hypergeom,1.0,0.9099327202605362,8.842535604858,0.019145647104656997,0.009782089887957203,0.33099877117650967,-0.005149177016928292,341.97833333333335,0.0933321759259259
realdisp,APS,martingale,0.1,0.9001536386993171,8.511634388696322,0.024292714582629805,3.0083267382293328e-06,9.755501483217154e-05,-2.1095389555103334e-06,389.9433333333333,8.680555555555366e-05
realdisp,APS,martingale,0.25,0.9003703670956892,8.517215521895514,0.02415951098862692,0.0002197367231103679,0.0056786882140231485,-0.00013531313295839033,389.08500000000004,0.001458333333333318
realdisp,APS,martingale,0.5,0.9025995066519042,8.584691944817855,0.02291592882302004,0.0024488762793253797,0.07315511113636572,-0.0013788952985652617,382.615,0.01210416666666664
realdisp,APS,martingale,1.0,0.9088763588439835,8.807402147416328,0.019715884491840727,0.008725728471404572,0.29586531373483793,-0.004578939629744565,358.7266666666667,0.05489120370370368
realdisp,APS,midpoint,0.5,0.9004927820213809,8.52624632447801,0.02417566455788546,0.0003421516488021078,0.01470949079651838,-0.0001191595636998509,367.66,0.04130787037037033
realdisp,APS,no_intersection,0.5,0.9033277362005114,8.611363731459114,0.022505535114523103,0.0031771058279325645,0.09982689777762328,-0.0017892890070621875,374.0,0.028049768518518484
realdisp,APS,one_look_50,0.5,0.9369408992431362,10.485177839620897,0.009806302045888156,0.036790268870557134,1.9736410059394058,-0.014488522075697133,195.0,0.5000000000000002
realdisp,APS,sparse_checks,0.5,0.9006790548389035,8.527050155274857,0.024010449915582013,0.0005284244663247219,0.01551332159336628,-0.0002843742060032974,381.86833333333334,0.013087962962962947
realdisp,APS,uncorrected,0.5,0.903607990737546,8.631139148302804,0.022497291246319984,0.003457360364967059,0.11960231462131482,-0.0017975328752653148,330.7966666666667,0.10650115740740736
realdisp,LAC,fixed_25,0.5,0.898567593605062,2.685836661967243,0.034026918094408075,0.000613741072878808,0.3087411705600858,0.0022530544229565556,97.5,0.7500000000000004
realdisp,LAC,fixed_50,0.5,0.8979324458628358,2.4649575629371436,0.03282034977088897,-2.1406669347393387e-05,0.08786207152998676,0.0010464860994374497,195.0,0.5000000000000002
realdisp,LAC,fixed_75,0.5,0.8981283072786962,2.4082417426505005,0.0319318335611177,0.00017445474651308038,0.031146251243343217,0.00015796988966618915,292.5,0.2500000000000001
realdisp,LAC,full_reference,0.5,0.8979538525321832,2.377095491407157,0.03177386367145151,0.0,0.0,0.0,390.0,0.0
realdisp,LAC,horizon,0.1,0.8987315650906014,2.385024360884443,0.03132539924348563,0.0007777125584182388,0.007928869477285513,-0.0004484644279658704,382.5033333333334,0.014344907407407367
realdisp,LAC,horizon,0.25,0.9024894871957885,2.430427986257378,0.02911823040638873,0.0045356346636051805,0.053332494850220964,-0.002655633265062764,354.1666666666667,0.06999305555555552
realdisp,LAC,horizon,0.5,0.9097009165163461,2.5399618427652673,0.025326706725872436,0.011747063984162816,0.16286635135810992,-0.006447156945579049,300.0,0.18562268518518515
realdisp,LAC,horizon,1.0,0.9220684993213796,2.7963234417553853,0.019533154374881595,0.024114646789196295,0.41922795034822813,-0.012240709296569898,223.04,0.36144560185185187
realdisp,LAC,hypergeom,0.1,0.8986722762095081,2.383435113737017,0.031348941660740606,0.0007184236773248715,0.006339622329859762,-0.00042492201071089614,386.46833333333336,0.0063680555555555305
realdisp,LAC,hypergeom,0.25,0.9026157170102161,2.4299371813284765,0.029036009024126782,0.004661864478032951,0.052841689921319504,-0.002737854647324709,366.44500000000005,0.04549305555555552
realdisp,LAC,hypergeom,0.5,0.9101686383984798,2.5429324034728484,0.02502278094599826,0.012214785866296686,0.16583691206569104,-0.006751082725453225,322.01666666666665,0.1377395833333333
realdisp,LAC,hypergeom,1.0,0.9230486060002188,2.808624480700097,0.018991535352947692,0.025094753468035504,0.43152898929293987,-0.012782328318503799,251.725,0.2919340277777778
realdisp,LAC,martingale,0.1,0.898378095899796,2.380589228566131,0.03152444053989836,0.0004242433676129239,0.0034937371589742294,-0.00024942313155314183,388.5833333333333,0.0023321759259259116
realdisp,LAC,martingale,0.25,0.9018550520425278,2.421023583187379,0.029492859800817263,0.003901199510344587,0.04392809178022212,-0.002281003870634234,375.7683333333334,0.024718749999999973
realdisp,LAC,martingale,0.5,0.9089556820661145,2.5254259212438033,0.025760357293543947,0.011001829533931336,0.14833042983664588,-0.006013506377907546,342.305,0.08819675925925924
realdisp,LAC,martingale,1.0,0.9219746841087126,2.789595736265573,0.019728965699003613,0.024020831576529417,0.4125002448584154,-0.01204489797244788,279.36833333333334,0.2176539351851852
realdisp,LAC,midpoint,0.5,0.8958796706554661,2.3657806960074246,0.03335419778697784,-0.0020741818767169265,-0.01131479539973234,0.0015803341155263169,300.0,0.18562268518518515
realdisp,LAC,no_intersection,0.5,0.9096018044258857,2.53675510510159,0.02531166529880372,0.011647951893702508,0.15965961369443282,-0.006462198372647771,310.14666666666665,0.16336805555555553
realdisp,LAC,one_look_50,0.5,0.9319638863509282,4.012595720587223,0.016715696434984443,0.03401003381874483,1.635500229180066,-0.015058167236467041,195.0,0.5000000000000002
realdisp,LAC,sparse_checks,0.5,0.9040101440128402,2.4468971743060615,0.028369535796130642,0.006056291480657065,0.06980168289890443,-0.0034043278753208483,323.19166666666666,0.13110995370370368
realdisp,LAC,uncorrected,0.5,0.9091162497247021,2.543090774320643,0.025762359934834528,0.0111623971925188,0.1659952829134859,-0.00601150373661696,248.1966666666667,0.2833738425925926
uschad,APS,fixed_25,0.5,0.8999026648172862,5.052172086493861,0.03356633531063683,0.0013654889179899484,0.07506528519104531,0.0010067393647147146,82.5,0.7500000000000004
uschad,APS,fixed_50,0.5,0.8991714345755424,5.0032296605424715,0.03286378171084618,0.0006342586762461893,0.026122859239656564,0.00030418576492407325,165.0,0.5000000000000002
uschad,APS,fixed_75,0.5,0.8988891981115491,4.987771823371646,0.03259921426083575,0.0003520222122527533,0.01066502206883033,3.961831491363958e-05,247.5,0.2500000000000001
uschad,APS,full_reference,0.5,0.8985371758992964,4.977106801302815,0.03255959594592211,0.0,0.0,0.0,330.0,0.0
uschad,APS,horizon,0.1,0.8994573291161423,4.985468431595306,0.032086164568733096,0.0009201532168459139,0.008361630292490287,-0.00047343137718900086,319.65,0.025381944444444405
uschad,APS,horizon,0.25,0.9035306818751982,5.030705109811233,0.029786035888519146,0.004993505975901969,0.0535983085084182,-0.0027735600574029444,294.7964285714286,0.08915674603174599
uschad,APS,horizon,0.5,0.9116346409399622,5.140118888369619,0.02553615958976713,0.013097465040665853,0.16301208706680337,-0.007023436356154951,251.24880952380954,0.20572420634920632
uschad,APS,horizon,1.0,0.925679891802107,5.379361985985084,0.01862386086955565,0.027142715902810557,0.40225518468226895,-0.013935735076366433,184.38333333333335,0.39427579365079374
uschad,APS,hypergeom,0.1,0.8994118542969902,4.984673582308398,0.032122247810815095,0.0008746783976937595,0.0075667810055826245,-0.0004373481351070021,323.74880952380954,0.015188492063492029
uschad,APS,hypergeom,0.25,0.9034908953924259,5.028749648085075,0.029809870751069598,0.004953719493129429,0.051642846782259506,-0.0027497251948524885,304.92857142857144,0.06317460317460313
uschad,APS,hypergeom,0.5,0.9121901491066383,5.142613926031087,0.025208071916210013,0.013652973207342066,0.16550712472827145,-0.007351524029712071,268.9154761904762,0.15785714285714283
uschad,APS,hypergeom,1.0,0.9271324476967993,5.398063281909306,0.01784668443733455,0.028595271797502923,0.4209564806064908,-0.014712911508587535,207.57261904761904,0.3260962301587301
uschad,APS,martingale,0.1,0.8992379589557147,4.9830487857537475,0.032212846290173416,0.0007007830564183416,0.00594198445093272,-0.0003467496557486814,326.45476190476194,0.007991071428571405
uschad,APS,martingale,0.25,0.9028846713629827,5.021272774194859,0.030177541990339545,0.004347495463686355,0.04416597289204373,-0.0023820539555825465,313.8416666666667,0.03825396825396822
uschad,APS,martingale,0.5,0.9111501335263247,5.129463432730319,0.025802293869132725,0.012612957627028284,0.15235663142750341,-0.006757302076789364,286.5440476190476,0.10652777777777775
uschad,APS,martingale,1.0,0.9270454017914553,5.390835119410435,0.018051386961828546,0.028508225892158984,0.41372831810762073,-0.014508208984093536,232.05714285714285,0.2505853174603175
uschad,APS,midpoint,0.5,0.8973707832617391,4.967528896710974,0.033254122801085625,-0.0011663926375571777,-0.009577904591841376,0.0006945268551635173,251.24880952380954,0.20572420634920632
uschad,APS,no_intersection,0.5,0.9118078174799021,5.139964571123941,0.02542219195743791,0.013270641580605804,0.16285776982112563,-0.007137403988484168,259.57976190476194,0.1826140873015873
uschad,APS,one_look_50,0.5,0.9323306821471394,5.688283135824243,0.016350630487089627,0.033793506247842976,0.7111763345214277,-0.01620896545883246,165.0,0.5000000000000002
uschad,APS,sparse_checks,0.5,0.9047179090508564,5.038849805095238,0.029316777916327415,0.006180733151560071,0.06174300379242303,-0.0032428180295946724,275.62857142857143,0.14066964285714287
uschad,APS,uncorrected,0.5,0.9112750397295828,5.140637250011208,0.025732647664110028,0.012737863830286387,0.16353044870839345,-0.006826948281812058,211.98809523809524,0.2984970238095238
uschad,LAC,fixed_25,0.5,0.9045810212049782,2.7126828929354887,0.03514986711811306,0.0009903535270190753,0.12243370664345327,0.0011422768369828908,82.5,0.7500000000000004
uschad,LAC,fixed_50,0.5,0.9041488812285232,2.631988166888837,0.0343228249657526,0.000558213550564028,0.04173898059680151,0.000315234684622432,165.0,0.5000000000000002
uschad,LAC,fixed_75,0.5,0.9035764776434767,2.6006880122605827,0.034190104569680003,-1.4190034482404553e-05,0.010438825968547125,0.00018251428854983132,247.5,0.2500000000000001
uschad,LAC,full_reference,0.5,0.9035906676779591,2.590249186292035,0.034007590281130165,0.0,0.0,0.0,330.0,0.0
uschad,LAC,horizon,0.1,0.9043275215635711,2.598300563098611,0.033579462967617615,0.0007368538856119128,0.008051376806575687,-0.00042812731351253737,323.0297619047619,0.016840277777777732
uschad,LAC,horizon,0.25,0.9090605005968367,2.6514607570627087,0.03098604662404242,0.005469832918877558,0.06121157077067334,-0.003021543657087723,294.8202380952381,0.08744543650793646
uschad,LAC,horizon,0.5,0.9180312470435775,2.769458283834792,0.02599479972168632,0.014440579365618392,0.17920909754275638,-0.00801279055944382,239.5690476190476,0.23668650793650794
uschad,LAC,horizon,1.0,0.9333809131768964,3.016403794460009,0.018024678683676063,0.029790245498937273,0.4261546081679731,-0.01598291159745408,165.36785714285713,0.449375
uschad,LAC,hypergeom,0.1,0.9042566568847461,2.596820580206009,0.03361732393178542,0.0006659892067869267,0.006571393913973584,-0.00039026634934473284,326.6142857142857,0.007827380952380917
uschad,LAC,hypergeom,0.25,0.9092076972961136,2.651509882104578,0.03090746441973355,0.005617029618154569,0.061260695812542544,-0.0031001258613965943,306.2392857142857,0.059062499999999955
uschad,LAC,hypergeom,0.5,0.9186396259672097,2.7739905312959046,0.025655243427584934,0.0150489582892505,0.18374134500386882,-0.008352346853545203,260.8404761904762,0.17910714285714283
uschad,LAC,hypergeom,1.0,0.9349389277984663,3.0366880718364166,0.0171530459339924,0.03134826012050716,0.4464388855443813,-0.01685454434713774,190.1095238095238,0.37476686507936513
uschad,LAC,martingale,0.1,0.9040194834877282,2.594443200930974,0.03375064950374639,0.0004288158097691819,0.004194014638938616,-0.0002569407773837618,328.39642857142854,0.003427579365079342
uschad,LAC,martingale,0.25,0.9084086240785867,2.642193745055761,0.03134961599355158,0.004817956400627415,0.051944558763725224,-0.0026579742875785725,315.6404761904762,0.032633928571428536
uschad,LAC,martingale,0.5,0.9176071114103573,2.760857252965746,0.026296257691322027,0.01401644373239824,0.17060806667371023,-0.007711332589808113,281.6309523809524,0.11739583333333331
uschad,LAC,martingale,1.0,0.9346161732092314,3.0342926288716763,0.01752288100597849,0.031025505531272306,0.44404344257964096,-0.016484709275151655,216.37976190476192,0.2914285714285714
uschad,LAC,midpoint,0.5,0.9004035552455614,2.562493697067772,0.036079036901859034,-0.0031871124323978105,-0.027755489224263335,0.0020714466207288505,239.5690476190476,0.23668650793650794
uschad,LAC,no_intersection,0.5,0.9180082747881144,2.767780790631379,0.026019105719777492,0.014417607110155203,0.17753160433934354,-0.007988484561352647,248.94880952380953,0.21098214285714287
uschad,LAC,one_look_50,0.5,0.9383042365165052,3.3557408870852288,0.016860874430732916,0.03471356883854599,0.7654917007931933,-0.017146715850397225,165.0,0.5000000000000002
uschad,LAC,sparse_checks,0.5,0.9107548212309103,2.668834058472517,0.030028559344835476,0.007164153552951174,0.07858487218048135,-0.003979030936294671,264.6119047619048,0.16838789682539682
uschad,LAC,uncorrected,0.5,0.9173093779161648,2.765658201570026,0.02646869938458155,0.013718710238205655,0.1754090152779908,-0.00753889089654859,197.14166666666668,0.33706349206349207
wisdm,APS,fixed_25,0.5,0.8990376671082098,9.946769135336835,0.029966083223402502,0.0019312192255198563,0.15366964728511198,0.0013071461050976206,112.5,0.7500000000000004
wisdm,APS,fixed_50,0.5,0.8977214329736058,9.842764666409156,0.02915022875650396,0.0006149850909158445,0.04966517835743381,0.000491291638199081,225.0,0.5000000000000002
wisdm,APS,fixed_75,0.5,0.8974132649938302,9.81216876511545,0.028827967460977055,0.00030681711114025333,0.019069277063726513,0.00016903034267217975,337.5,0.2500000000000001
wisdm,APS,full_reference,0.5,0.8971064478826899,9.793099488051723,0.02865893711830487,0.0,0.0,0.0,450.0,0.0
wisdm,APS,horizon,0.1,0.8971815425561108,9.79506851388646,0.028625178974098477,7.50946734207634e-05,0.001969025834737442,-3.375814420639166e-05,446.546568627451,0.005013446350762499
wisdm,APS,horizon,0.25,0.8983440629973019,9.826984690159556,0.0279521323640279,0.001237615114611919,0.03388520210783232,-0.000706804754276962,435.52369281045753,0.02043632557189538
wisdm,APS,horizon,0.5,0.9016105143173028,9.918538732550937,0.02615799812526787,0.0045040664346127,0.12543924449921565,-0.002500938993036977,404.3541666666667,0.06776024645969494
wisdm,APS,horizon,1.0,0.9094368023946154,10.149997402399173,0.022294895025679422,0.012330354511925561,0.35689791434745044,-0.006364042092625424,327.44893790849676,0.19555249183006534
wisdm,APS,hypergeom,0.1,0.8971863200459264,9.795211633592176,0.028615093940202924,7.987216323638927e-05,0.0021121455404537704,-4.384317810194642e-05,448.80882352941177,0.0015050551470588045
wisdm,APS,hypergeom,0.25,0.8982913966405706,9.82410266040427,0.027959000818979805,0.001184948757880576,0.03100317235254714,-0.0006999362993250542,441.6817810457516,0.010953669662309333
wisdm,APS,hypergeom,0.5,0.9015422277285282,9.915532284861586,0.02616462960232955,0.004435779845838205,0.12243279680986235,-0.002494307515975297,419.31331699346407,0.04420955882352936
wisdm,APS,hypergeom,1.0,0.9098387590817276,10.159454538417652,0.022043406738416243,0.012732311199037548,0.3663550503659295,-0.0066155303798885986,356.53839869281046,0.14696776279956425
wisdm,APS,martingale,0.1,0.897146707865329,9.794311579057622,0.028639767174452824,4.0259982639021864e-05,0.0012120910058988042,-1.91699438520465e-05,449.5375816993464,0.0005127485021786429
wisdm,APS,martingale,0.25,0.8979921172388501,9.815451246477561,0.028125600859472757,0.000885669356160104,0.022351758425837937,-0.0005333362588321036,445.2977941176471,0.005589171432461853
wisdm,APS,martingale,0.5,0.9010599620159684,9.90266809090578,0.026438409654083304,0.00395351413327846,0.1095686028540564,-0.0022205274642215496,429.64746732026146,0.0263505923202614
wisdm,APS,martingale,1.0,0.9085787965530094,10.12324315887389,0.022727657485106505,0.01147234867031949,0.33014367082216806,-0.005931279633198344,383.1936274509804,0.09410403050108929
wisdm,APS,midpoint,0.5,0.8970951935196868,9.795055039216004,0.02871623840818953,-1.1254363003089643e-05,0.00195555116428221,5.73012898846546e-05,404.3541666666667,0.06776024645969494
wisdm,APS,no_intersection,0.5,0.9015879569131984,9.917332912767005,0.026129110474186486,0.004481509030508412,0.12423342471528312,-0.002529826644118361,414.88643790849676,0.04940810525599124
wisdm,APS,one_look_50,0.5,0.931360351546598,11.053901445743458,0.013362399170609605,0.03425390366390795,1.2608019576917355,-0.01529653794769524,225.0,0.5000000000000002
wisdm,APS,sparse_checks,0.5,0.8980145926572973,9.815096886968318,0.028158777826784148,0.0009081447746072679,0.021997398916595634,-0.000500159291520718,428.80473856209153,0.026460375816993432
wisdm,APS,uncorrected,0.5,0.901614773547378,9.921812538102245,0.026265058337299432,0.004508325664687828,0.12871305005052053,-0.0023938787810054186,343.3782679738562,0.15397007761437903
wisdm,LAC,fixed_25,0.5,0.900708349714585,9.162597160065308,0.0326036222074781,0.0015294149959883744,0.16684738698530555,0.0009696954959360462,112.5,0.7500000000000004
wisdm,LAC,fixed_50,0.5,0.8996423363943857,9.049622281846734,0.03201225925309927,0.0004634016757892541,0.05387250876673102,0.00037833254155721183,225.0,0.5000000000000002
wisdm,LAC,fixed_75,0.5,0.8993839003208086,9.014479221506207,0.03178430568814273,0.00020496560221200874,0.018729448426204595,0.0001503789766006677,337.5,0.2500000000000001
wisdm,LAC,full_reference,0.5,0.8991789347185966,8.995749773080002,0.03163392671154205,0.0,0.0,0.0,450.0,0.0
wisdm,LAC,horizon,0.1,0.8992363719614688,8.997164659955528,0.03160221014698549,5.743724287226327e-05,0.0014148868755266475,-3.171656455656018e-05,447.3178104575163,0.003936887254901933
wisdm,LAC,horizon,0.25,0.900320737516633,9.029148194227487,0.030999359343008064,0.0011418027980362984,0.03339842114748319,-0.0006345673685339762,436.8374183006536,0.018775105528322403
wisdm,LAC,horizon,0.5,0.9032268989849416,9.117800910825121,0.029379846295112526,0.004047964266345006,0.12205113774511882,-0.0022540804164295058,406.1470588235294,0.06585648148148143
wisdm,LAC,horizon,1.0,0.9107931474781291,9.35566585887074,0.02541870953365712,0.011614212759532495,0.3599160857907377,-0.006215217177884908,331.73080065359477,0.1923530262799564
wisdm,LAC,hypergeom,0.1,0.8992344378506439,8.997298436913526,0.03160668796992555,5.5503132047369045e-05,0.0015486638335235224,-2.7238741616496315e-05,449.1977124183006,0.0010688997821350621
wisdm,LAC,hypergeom,0.25,0.900214758780413,9.02520838088802,0.031045192799627076,0.0010358240618164388,0.029458607808016648,-0.0005887339119149643,442.3169934640523,0.010320925245098006
wisdm,LAC,hypergeom,0.5,0.9032007203883398,9.115602780139705,0.029375801919277838,0.004021785669743092,0.11985300705970231,-0.002258124792264189,420.32066993464053,0.04354915577342043
wisdm,LAC,hypergeom,1.0,0.9109857111830215,9.36080099800278,0.02528769821013529,0.011806776464424861,0.3650512249227778,-0.006346228501406736,359.3537581699346,0.14470741421568625
wisdm,LAC,martingale,0.1,0.8992036750208782,8.996472897427997,0.0316213739186505,2.4740302281585193e-05,0.0007231243479945497,-1.2552792891553908e-05,449.77287581699346,0.0002629697712418256
wisdm,LAC,martingale,0.25,0.8999179529691782,9.016496955196661,0.031226478969065514,0.0007390182505816181,0.020747182116658377,-0.0004074477424765306,446.0044934640523,0.004896003540304991
wisdm,LAC,martingale,0.5,0.9026842872613695,9.101148810050013,0.029677068188421984,0.0035053525427728555,0.10539903697001124,-0.00195685852312005,431.0093954248366,0.024898726851851814
wisdm,LAC,martingale,1.0,0.9099156052426142,9.32946562685933,0.02592014686102582,0.01073667052401756,0.3337158537793262,-0.00571377985051621,385.015114379085,0.09365298202614376
wisdm,LAC,midpoint,0.5,0.8992912458545589,8.999735612882738,0.03159009512416182,0.00011231113596225894,0.003985839802735384,-4.38315873802351e-05,406.1470588235294,0.06585648148148143
wisdm,LAC,no_intersection,0.5,0.9032093244668812,9.116927715167078,0.0293752190753595,0.00403038974828456,0.1211779420870755,-0.0022587076361825307,415.8488562091503,0.04866004561546837
wisdm,LAC,one_look_50,0.5,0.932715981783936,10.322138710414785,0.015758913284615816,0.033537047065339304,1.326388937334783,-0.01587501342692621,225.0,0.5000000000000002
wisdm,LAC,sparse_checks,0.5,0.8999337785330764,9.016916669782985,0.03124288353469384,0.0007548438144799033,0.02116689670298272,-0.0003910431768482025,430.01307189542484,0.024639161220043542
wisdm,LAC,uncorrected,0.5,0.9035078822660763,9.128344054129313,0.02929418941593632,0.004328947547479576,0.13259428104930987,-0.0023397372956057132,347.6343954248366,0.14875961669389973
