dataset,score,policy,tolerance,bracket_failure,containment_failure,inflation_exceeded,actual_inflation,saving
pamap2,APS,horizon,0.5,0.0346875,0.019687500000000004,0.007395833333333334,0.12080798681157351,0.09865740740740739
pamap2,APS,horizon,1.0,0.034895833333333334,0.01875,0.00625,0.36996028305626766,0.24672743055555554
pamap2,APS,hypergeom,0.1,0.004166666666666667,0.0026041666666666665,0.0010416666666666667,0.0019526006800994345,0.00620659722222222
pamap2,APS,hypergeom,0.25,0.007395833333333334,0.003958333333333334,0.0023958333333333336,0.020734053086350283,0.021990740740740734
pamap2,APS,hypergeom,0.5,0.0096875,0.004583333333333333,0.0022916666666666667,0.11747491425302942,0.07154513888888886
pamap2,APS,hypergeom,1.0,0.011250000000000001,0.005520833333333333,0.0020833333333333333,0.3793170863492125,0.19185763888888888
pamap2,APS,martingale,0.1,0.0006250000000000001,0.00020833333333333335,0.0004166666666666667,0.0014920211121034897,0.003070023148148147
pamap2,APS,martingale,0.25,0.0010416666666666667,0.00020833333333333335,0.0005208333333333333,0.013676025441944743,0.01114293981481481
pamap2,APS,martingale,0.5,0.0017708333333333335,0.00031250000000000006,0.0009375000000000001,0.09156820330646338,0.03889178240740739
pamap2,APS,martingale,1.0,0.0017708333333333335,0.00031250000000000006,0.0005208333333333333,0.35322132806713985,0.12076099537037034
pamap2,APS,midpoint,0.5,0.2677083333333333,0.2527083333333333,0.003541666666666667,0.004112631394373565,0.09865740740740739
pamap2,APS,no_intersection,0.5,0.0021875,0.0011458333333333333,0.0006250000000000001,0.11968080444116352,0.07951099537037035
pamap2,APS,one_look_50,0.5,0.022812500000000003,0.011770833333333335,0.7309375,1.0684292957190389,0.5
pamap2,APS,sparse_checks,0.5,0.024895833333333336,0.010520833333333333,0.00625,0.05458421321696375,0.05903067129629629
pamap2,APS,uncorrected,0.5,0.11541666666666667,0.06447916666666667,0.025104166666666667,0.125091087840454,0.16758680555555555
pamap2,LAC,fixed_25,0.5,0.9533333333333334,0.4265625,0.22489583333333335,0.17639669212588155,0.75
pamap2,LAC,fixed_50,0.5,0.9225,0.4330208333333333,0.111875,0.04897763384945641,0.5
pamap2,LAC,fixed_75,0.5,0.8622916666666666,0.3955208333333333,0.04802083333333333,0.01543278219645106,0.25
pamap2,LAC,full_reference,0.5,0.0,0.0,0.0,0.0,0.0
pamap2,LAC,horizon,0.1,0.022708333333333334,0.016145833333333335,0.004375,0.0033296369766637243,0.011863425925925921
pamap2,LAC,horizon,0.25,0.0353125,0.022395833333333334,0.007291666666666667,0.04015053303399554,0.06117766203703702
pamap2,LAC,horizon,0.5,0.03635416666666667,0.0190625,0.0071875,0.15118744824543706,0.16195023148148147
pamap2,LAC,horizon,1.0,0.033749999999999995,0.015625,0.005520833333333334,0.4128468510562534,0.32409143518518513
