dataset,score,policy,tolerance,ceiling,coverage,set_size,shortfall,delta_coverage,delta_size,delta_shortfall,queried,saving
dsads,LAC,martingale,0.25,240,0.8865364583333334,4.993883406432748,0.04061449195906431,0.00010096856725145237,0.00381670321637426,-8.589181286548958e-05,239.79166666666666,0.0008680555555555459
dsads,LAC,martingale,0.25,480,0.887590460526316,4.995916027046784,0.03919590643274852,0.000590734649122792,0.005394279970760223,-0.0005651498538011562,359.1875,0.002256944444444417
dsads,LAC,martingale,0.25,960,0.887590460526316,4.995916027046784,0.03919590643274852,0.000590734649122792,0.005394279970760223,-0.0005651498538011562,359.1875,0.002256944444444417
dsads,LAC,martingale,0.5,120,0.8874465460526316,5.0903495065789475,0.04063733552631577,0.00016812865497075648,0.0011371527777777708,-0.00016767178362572723,119.91666666666667,0.0006944444444444375
dsads,LAC,martingale,0.5,240,0.8883648574561404,5.014867507309941,0.03889300073099414,0.0019293676900584598,0.02480080409356723,-0.0018073830409356566,238.16666666666666,0.007638888888888866
dsads,LAC,martingale,0.5,480,0.8908602887426902,5.059317434210526,0.03667123538011694,0.003860562865497043,0.06879568713450289,-0.003089820906432723,353.5833333333333,0.01782407407407404
dsads,LAC,martingale,0.5,960,0.8908602887426902,5.059317434210526,0.03667123538011694,0.003860562865497043,0.06879568713450289,-0.003089820906432723,353.5833333333333,0.01782407407407404
dsads,LAC,martingale,1.0,120,0.8896367872807017,5.121456505847953,0.03862481725146197,0.002358369883040917,0.03224415204678361,-0.002180190058479519,118.70833333333333,0.01076388888888886
dsads,LAC,martingale,1.0,240,0.8956291118421053,5.183103527046783,0.03373492324561402,0.009193622076023337,0.19303682383040932,-0.006965460526315755,229.4375,0.044010416666666635
dsads,LAC,martingale,1.0,480,0.9000557383040936,5.332511421783626,0.030859374999999984,0.01305601242690054,0.34198967470760233,-0.008901681286549683,333.5625,0.07343749999999996
dsads,LAC,martingale,1.0,960,0.9000557383040936,5.332511421783626,0.030859374999999984,0.01305601242690054,0.34198967470760233,-0.008901681286549683,333.5625,0.07343749999999996
dsads,LAC,midpoint,0.5,120,0.886874543128655,5.075162189327485,0.0411504020467836,-0.000403874269005827,-0.014050164473684198,0.0003453947368420916,117.64583333333333,0.01961805555555551
dsads,LAC,midpoint,0.5,240,0.8859475511695907,4.994391447368421,0.04122395833333332,-0.0004879385964912261,0.004324744152046789,0.0005235745614035088,231.35416666666666,0.036024305555555525
dsads,LAC,midpoint,0.5,480,0.8861554276315791,4.99405701754386,0.04068804824561402,-0.0008442982456140472,0.003535270467836239,0.0009269919590643314,339.8333333333333,0.056018518518518474
dsads,LAC,midpoint,0.5,960,0.8861554276315791,4.99405701754386,0.04068804824561402,-0.0008442982456140472,0.003535270467836239,0.0009269919590643314,339.8333333333333,0.056018518518518474
dsads,LAC,no_intersection,0.5,120,0.8885457785087719,5.101736567982456,0.03957602339181284,0.0012673611111110959,0.012524214181286531,-0.0012289839181286396,118.60416666666667,0.011631944444444422
