subject,score,N,policy,coverage,set_size,delta_coverage,delta_size,queried,saving
8,APS,120,CS_beta_9_1,0.9427430555555555,2.7990027777777775,0.013983333333333287,0.1436555555555555,102.56666666666666,0.14527777777777773
8,APS,120,CS_uniform,0.9405888888888889,2.7791222222222225,0.011829166666666613,0.12377499999999997,107.06666666666666,0.10777777777777774
8,APS,120,HG,0.9427791666666666,2.8090874999999995,0.014019444444444387,0.15374027777777774,97.33333333333333,0.1888888888888888
8,APS,120,JRC,0.9426458333333333,2.810059722222222,0.013886111111111061,0.15471249999999998,88.6,0.26166666666666666
8,APS,120,fixed_25,0.9284486111111111,2.7325777777777778,-0.00031111111111112164,0.07723055555555551,30.0,0.7500000000000004
8,APS,120,fixed_50,0.9290861111111111,2.695108333333333,0.0003263888888888933,0.03976111111111109,60.0,0.5000000000000002
8,APS,120,fixed_75,0.928873611111111,2.6741555555555556,0.00011388888888889343,0.018808333333333312,90.0,0.2500000000000001
8,APS,120,full_reference,0.9287597222222223,2.6553472222222223,0.0,0.0,120.0,0.0
8,APS,240,CS_beta_9_1,0.9462972222222222,2.8459083333333335,0.018081944444444387,0.2116583333333333,178.33333333333334,0.2569444444444444
8,APS,240,CS_uniform,0.9474083333333333,2.860175,0.019193055555555505,0.225925,189.53333333333333,0.21027777777777773
8,APS,240,HG,0.9459819444444444,2.84715,0.017766666666666608,0.21289999999999998,166.83333333333334,0.3048611111111112
8,APS,240,JRC,0.9456666666666665,2.842815277777778,0.017451388888888846,0.20856527777777775,150.33333333333334,0.37361111111111117
8,APS,240,fixed_25,0.9293555555555556,2.6966472222222224,0.0011402777777777845,0.06239722222222221,60.0,0.7500000000000004
8,APS,240,fixed_50,0.9283208333333334,2.655145833333333,0.00010555555555556469,0.020895833333333332,120.0,0.5000000000000002
8,APS,240,fixed_75,0.9275,2.6364916666666667,-0.0007152777777777728,0.0022416666666666934,180.0,0.2500000000000001
8,APS,240,full_reference,0.9282152777777778,2.63425,0.0,0.0,240.0,0.0
8,LAC,120,CS_beta_9_1,0.9459083333333336,1.7463416666666667,0.017929166666666628,0.14133472222222215,99.33333333333333,0.1722222222222222
8,LAC,120,CS_uniform,0.9458611111111112,1.7372361111111112,0.01788194444444441,0.13222916666666662,103.9,0.13416666666666666
8,LAC,120,HG,0.9462569444444446,1.7577777777777779,0.018277777777777733,0.15277083333333327,94.7,0.21083333333333334
8,LAC,120,JRC,0.9463305555555558,1.7558208333333336,0.018351388888888844,0.15081388888888886,85.6,0.2866666666666668
8,LAC,120,fixed_25,0.9210458333333336,1.7234819444444442,-0.006933333333333295,0.11847499999999998,30.0,0.7500000000000004
8,LAC,120,fixed_50,0.9233569444444446,1.6413152777777777,-0.004622222222222191,0.0363083333333333,60.0,0.5000000000000002
8,LAC,120,fixed_75,0.9256736111111112,1.612725,-0.002305555555555531,0.0077180555555555605,90.0,0.2500000000000001
8,LAC,120,full_reference,0.9279791666666668,1.6050069444444446,0.0,0.0,120.0,0.0
8,LAC,240,CS_beta_9_1,0.9513388888888892,1.7942402777777777,0.025051388888888845,0.22066944444444442,166.86666666666667,0.3047222222222222
8,LAC,240,CS_uniform,0.9521375000000003,1.7995236111111113,0.02584999999999997,0.22595277777777772,178.46666666666667,0.2563888888888889
8,LAC,240,HG,0.9511097222222225,1.7877027777777779,0.02482222222222219,0.21413194444444442,159.23333333333332,0.33652777777777776
8,LAC,240,JRC,0.9499416666666669,1.7853388888888888,0.023654166666666625,0.2117680555555555,144.63333333333333,0.39736111111111116
8,LAC,240,fixed_25,0.9261541666666668,1.6540777777777778,-0.00013333333333330678,0.08050694444444444,60.0,0.7500000000000004
8,LAC,240,fixed_50,0.9264333333333336,1.6071291666666667,0.00014583333333335538,0.033558333333333315,120.0,0.5000000000000002
8,LAC,240,fixed_75,0.926176388888889,1.5843222222222222,-0.00011111111111111482,0.010751388888888887,180.0,0.2500000000000001
8,LAC,240,full_reference,0.9262875000000002,1.5735708333333336,0.0,0.0,240.0,0.0
9,APS,120,CS_beta_9_1,0.9573416666666668,3.4975708333333335,0.022208333333333278,0.1699597222222222,97.36666666666666,0.1886111111111111
9,APS,120,CS_uniform,0.9569319444444446,3.4880444444444447,0.021798611111111064,0.16043333333333332,102.03333333333333,0.14972222222222217
9,APS,120,HG,0.9581347222222224,3.506261111111111,0.023001388888888842,0.17864999999999995,91.43333333333334,0.23805555555555555
9,APS,120,JRC,0.9562166666666667,3.4994680555555555,0.021083333333333287,0.1718569444444444,82.0,0.3166666666666667
9,APS,120,fixed_25,0.9369666666666667,3.3807430555555555,0.00183333333333334,0.05313194444444443,30.0,0.7500000000000004
9,APS,120,fixed_50,0.9347611111111112,3.3368222222222217,-0.00037222222222220723,0.009211111111111081,60.0,0.5000000000000002
9,APS,120,fixed_75,0.9349875,3.3299680555555553,-0.00014583333333331334,0.0023569444444444675,90.0,0.2500000000000001
9,APS,120,full_reference,0.9351333333333333,3.327611111111111,0.0,0.0,120.0,0.0
9,APS,240,CS_beta_9_1,0.9628958333333334,3.54225138888889,0.0280333333333333,0.23611805555555554,161.96666666666667,0.32513888888888887
9,APS,240,CS_uniform,0.9643277777777778,3.5550152777777777,0.02946527777777774,0.24888194444444445,174.7,0.27208333333333334
9,APS,240,HG,0.9627152777777778,3.544093055555556,0.027852777777777733,0.23795972222222217,150.1,0.37458333333333343
9,APS,240,JRC,0.9609125,3.531026388888889,0.026049999999999955,0.22489305555555553,133.26666666666668,0.44472222222222235
9,APS,240,fixed_25,0.9368805555555556,3.3523944444444447,0.002018055555555553,0.04626111111111112,60.0,0.7500000000000004
9,APS,240,fixed_50,0.9354208333333334,3.3225847222222225,0.000558333333333324,0.01645138888888888,120.0,0.5000000000000002
9,APS,240,fixed_75,0.93455,3.3070458333333335,-0.00031249999999997344,0.0009124999999999998,180.0,0.2500000000000001
9,APS,240,full_reference,0.9348624999999999,3.3061333333333334,0.0,0.0,240.0,0.0
9,LAC,120,CS_beta_9_1,0.8972791666666667,1.6564152777777776,0.053899999999999955,0.17964861111111105,92.56666666666666,0.22861111111111107
9,LAC,120,CS_uniform,0.8942152777777779,1.6524652777777777,0.05083611111111107,0.1756986111111111,98.1,0.18249999999999997
9,LAC,120,HG,0.8993847222222223,1.664959722222222,0.056005555555555524,0.18819305555555552,87.26666666666667,0.27277777777777784
9,LAC,120,JRC,0.8950097222222222,1.651147222222222,0.05163055555555552,0.17438055555555554,76.66666666666667,0.36111111111111127
9,LAC,120,fixed_25,0.8539916666666668,1.6311444444444445,0.010612499999999988,0.15437777777777778,30.0,0.7500000000000004
9,LAC,120,fixed_50,0.8482680555555556,1.544423611111111,0.004888888888888867,0.06765694444444442,60.0,0.5000000000000002
9,LAC,120,fixed_75,0.8450722222222223,1.5123722222222222,0.0016930555555555334,0.03560555555555553,90.0,0.2500000000000001
9,LAC,120,full_reference,0.8433791666666667,1.4767666666666668,0.0,0.0,120.0,0.0
9,LAC,240,CS_beta_9_1,0.9050986111111111,1.6423569444444444,0.06241527777777775,0.21247916666666664,144.7,0.39708333333333345
9,LAC,240,CS_uniform,0.9096958333333334,1.6605930555555555,0.06701249999999995,0.23071527777777773,159.2,0.3366666666666667
9,LAC,240,HG,0.9052208333333334,1.6487680555555555,0.06253749999999997,0.21889027777777775,137.33333333333334,0.42777777777777787
9,LAC,240,JRC,0.9020263888888889,1.6386791666666667,0.0593430555555555,0.20880138888888886,121.43333333333334,0.4940277777777778
9,LAC,240,fixed_25,0.8463527777777778,1.518158333333333,0.0036694444444444335,0.08828055555555551,60.0,0.7500000000000004
9,LAC,240,fixed_50,0.842076388888889,1.4447444444444446,-0.0006069444444444333,0.014866666666666658,120.0,0.5000000000000002
9,LAC,240,fixed_75,0.842875,1.4415458333333333,0.0001916666666666801,0.011668055555555558,180.0,0.2500000000000001
9,LAC,240,full_reference,0.8426833333333335,1.4298777777777778,0.0,0.0,240.0,0.0
