dataset,score,draw,N,delta,mode,saving,containment_failure,inflation,inflation_exceeded
wisdm,APS,32,480,0.05,even_to_odd,0.16666666666666663,False,0.2897196261682243,False
wisdm,APS,32,480,0.1,whole,0.16666666666666663,False,0.20237618475503938,False
wisdm,APS,32,480,0.2,whole,0.25,False,0.28861300226938996,False
wisdm,APS,33,480,0.01,whole,0.04166666666666663,False,0.11694032839407288,False
wisdm,APS,33,480,0.05,whole,0.04166666666666663,True,-0.05953811240154853,False
wisdm,APS,33,480,0.05,even_to_odd,0.04166666666666663,True,-0.05527369826435247,False
wisdm,APS,33,480,0.1,whole,0.04166666666666663,False,0.10545988519556801,False
wisdm,APS,33,480,0.2,whole,0.125,True,-0.36924309171005204,False
wisdm,APS,34,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,34,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,34,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,34,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,34,480,0.2,whole,0.04166666666666663,False,0.37151248164464024,False
wisdm,APS,35,480,0.01,whole,0.04166666666666663,False,0.21358964090241622,False
wisdm,APS,35,480,0.05,whole,0.04166666666666663,False,0.11226805499933253,False
wisdm,APS,35,480,0.05,even_to_odd,0.04166666666666663,False,0.11481975967957277,False
wisdm,APS,35,480,0.1,whole,0.16666666666666663,False,0.21358964090241622,False
wisdm,APS,35,480,0.2,whole,0.16666666666666663,False,0.11226805499933253,False
wisdm,APS,36,480,0.01,whole,0.04166666666666663,False,0.28874649579495393,False
wisdm,APS,36,480,0.05,whole,0.125,False,0.45774929915899076,False
wisdm,APS,36,480,0.05,even_to_odd,0.125,False,0.45607476635514016,False
wisdm,APS,36,480,0.1,whole,0.125,False,0.4174342544386597,False
wisdm,APS,36,480,0.2,whole,0.125,False,0.4174342544386597,False
wisdm,APS,37,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,37,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,37,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,37,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,37,480,0.2,whole,0.0,False,0.0,False
wisdm,APS,38,480,0.01,whole,0.04166666666666663,False,0.3038312641836871,False
wisdm,APS,38,480,0.05,whole,0.04166666666666663,False,0.1696702709918569,False
wisdm,APS,38,480,0.05,even_to_odd,0.04166666666666663,False,0.1658210947930574,False
wisdm,APS,38,480,0.1,whole,0.08333333333333337,False,0.40435188893338675,False
wisdm,APS,38,480,0.2,whole,0.08333333333333337,False,0.3038312641836871,False
wisdm,APS,39,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,39,480,0.05,whole,0.04166666666666663,False,0.1500467227339474,False
wisdm,APS,39,480,0.05,even_to_odd,0.04166666666666663,False,0.14339118825100133,False
wisdm,APS,39,480,0.1,whole,0.08333333333333337,False,0.1500467227339474,False
wisdm,APS,39,480,0.2,whole,0.29166666666666663,False,0.0,False
pamap2,LAC,0,360,0.01,whole,0.05555555555555558,False,0.4586108468125595,False
pamap2,LAC,0,360,0.05,whole,0.16666666666666663,False,0.483349191246432,False
pamap2,LAC,0,360,0.05,even_to_odd,0.16666666666666663,False,0.5142857142857142,True
pamap2,LAC,0,360,0.1,whole,0.16666666666666663,False,0.483349191246432,False
pamap2,LAC,0,360,0.2,whole,0.16666666666666663,False,0.4586108468125595,False
pamap2,LAC,1,360,0.01,whole,0.11111111111111116,False,0.2940057088487155,False
pamap2,LAC,1,360,0.05,whole,0.16666666666666663,False,0.2940057088487155,False
pamap2,LAC,1,360,0.05,even_to_odd,0.16666666666666663,False,0.3333333333333333,False
pamap2,LAC,1,360,0.1,whole,0.16666666666666663,False,0.18934348239771645,False
pamap2,LAC,1,360,0.2,whole,0.2222222222222222,False,0.2940057088487155,False
pamap2,LAC,2,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,2,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,2,360,0.05,even_to_odd,0.05555555555555558,False,0.5447619047619048,True
pamap2,LAC,2,360,0.1,whole,0.05555555555555558,False,0.42435775451950525,False
pamap2,LAC,2,360,0.2,whole,0.05555555555555558,False,0.42435775451950525,False
pamap2,LAC,3,360,0.01,whole,0.05555555555555558,False,0.47288296860133205,False
pamap2,LAC,3,360,0.05,whole,0.05555555555555558,False,0.34823977164605135,False
pamap2,LAC,3,360,0.05,even_to_odd,0.11111111111111116,False,0.5066666666666667,True
pamap2,LAC,3,360,0.1,whole,0.05555555555555558,False,0.3396764985727878,False
pamap2,LAC,3,360,0.2,whole,0.2777777777777778,False,0.47288296860133205,False
pamap2,LAC,4,360,0.01,whole,0.11111111111111116,False,0.23977164605137963,False
pamap2,LAC,4,360,0.05,whole,0.33333333333333337,False,0.142721217887726,False
pamap2,LAC,4,360,0.05,even_to_odd,0.38888888888888884,False,0.17142857142857143,False
pamap2,LAC,4,360,0.1,whole,0.33333333333333337,False,0.142721217887726,False
pamap2,LAC,4,360,0.2,whole,0.4444444444444444,False,0.037107516650808754,False
pamap2,LAC,5,360,0.01,whole,0.11111111111111116,False,0.1845861084681256,False
pamap2,LAC,5,360,0.05,whole,0.2222222222222222,False,0.29971455756422455,False
pamap2,LAC,5,360,0.05,even_to_odd,0.2222222222222222,False,0.3047619047619048,False
pamap2,LAC,5,360,0.1,whole,0.38888888888888884,False,0.29971455756422455,False
pamap2,LAC,5,360,0.2,whole,0.7777777777777778,False,0.29971455756422455,False
pamap2,LAC,6,360,0.01,whole,0.05555555555555558,False,0.17507136060894388,False
pamap2,LAC,6,360,0.05,whole,0.11111111111111116,False,0.35965746907706947,False
pamap2,LAC,6,360,0.05,even_to_odd,0.11111111111111116,False,0.3942857142857143,False
pamap2,LAC,6,360,0.1,whole,0.11111111111111116,False,0.22454804947668885,False
pamap2,LAC,6,360,0.2,whole,0.16666666666666663,False,0.35965746907706947,False
pamap2,LAC,7,360,0.01,whole,0.05555555555555558,False,0.38058991436726924,False
pamap2,LAC,7,360,0.05,whole,0.05555555555555558,False,0.22169362511893434,False
pamap2,LAC,7,360,0.05,even_to_odd,0.05555555555555558,False,0.20952380952380953,False
pamap2,LAC,7,360,0.1,whole,0.11111111111111116,False,0.05708848715509039,False
pamap2,LAC,7,360,0.2,whole,0.33333333333333337,False,0.030447193149381543,False
pamap2,LAC,8,360,0.01,whole,0.05555555555555558,False,0.21693625118934348,False
pamap2,LAC,8,360,0.05,whole,0.05555555555555558,False,0.14462416745956233,False
pamap2,LAC,8,360,0.05,even_to_odd,0.05555555555555558,False,0.15619047619047619,False
pamap2,LAC,8,360,0.1,whole,0.05555555555555558,False,0.037107516650808754,False
pamap2,LAC,8,360,0.2,whole,0.11111111111111116,False,0.14462416745956233,False
pamap2,LAC,9,360,0.01,whole,0.05555555555555558,False,0.2483349191246432,False
pamap2,LAC,9,360,0.05,whole,0.11111111111111116,False,0.16841103710751665,False
pamap2,LAC,9,360,0.05,even_to_odd,0.11111111111111116,False,0.19238095238095237,False
pamap2,LAC,9,360,0.1,whole,0.11111111111111116,False,0.0818268315889629,False
pamap2,LAC,9,360,0.2,whole,0.4444444444444444,True,-0.21027592768791628,False
pamap2,LAC,10,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,10,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,10,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,10,360,0.1,whole,0.0,False,0.0,False
pamap2,LAC,10,360,0.2,whole,0.0,False,0.0,False
pamap2,LAC,11,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,11,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,11,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,11,360,0.1,whole,0.05555555555555558,False,0.28353948620361563,False
pamap2,LAC,11,360,0.2,whole,0.05555555555555558,False,0.28353948620361563,False
pamap2,LAC,12,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,12,360,0.05,whole,0.05555555555555558,False,0.17507136060894388,False
pamap2,LAC,12,360,0.05,even_to_odd,0.05555555555555558,False,0.18476190476190477,False
pamap2,LAC,12,360,0.1,whole,0.11111111111111116,False,0.0532825880114177,False
pamap2,LAC,12,360,0.2,whole,0.11111111111111116,False,0.0532825880114177,False
pamap2,LAC,13,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,13,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,13,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,13,360,0.1,whole,0.05555555555555558,False,0.4652711703139867,False
pamap2,LAC,13,360,0.2,whole,0.5555555555555556,False,0.18363463368220742,False
pamap2,LAC,14,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,14,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,14,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,14,360,0.1,whole,0.0,False,0.0,False
pamap2,LAC,14,360,0.2,whole,0.0,False,0.0,False
pamap2,LAC,15,360,0.01,whole,0.16666666666666663,False,0.3396764985727878,False
pamap2,LAC,15,360,0.05,whole,0.2777777777777778,False,0.25118934348239774,False
pamap2,LAC,15,360,0.05,even_to_odd,0.2777777777777778,False,0.2876190476190476,False
pamap2,LAC,15,360,0.1,whole,0.33333333333333337,False,0.0818268315889629,False
pamap2,LAC,15,360,0.2,whole,0.5555555555555556,False,0.0,False
pamap2,LAC,16,360,0.01,whole,0.05555555555555558,False,0.17507136060894388,False
pamap2,LAC,16,360,0.05,whole,0.11111111111111116,False,0.17507136060894388,False
pamap2,LAC,16,360,0.05,even_to_odd,0.11111111111111116,False,0.19238095238095237,False
pamap2,LAC,16,360,0.1,whole,0.16666666666666663,False,0.15889628924833493,False
pamap2,LAC,16,360,0.2,whole,0.16666666666666663,False,0.048525214081826834,False
pamap2,LAC,17,360,0.01,whole,0.11111111111111116,False,0.1455756422454805,False
pamap2,LAC,17,360,0.05,whole,0.16666666666666663,False,0.1455756422454805,False
pamap2,LAC,17,360,0.05,even_to_odd,0.16666666666666663,False,0.15428571428571428,False
pamap2,LAC,17,360,0.1,whole,0.2222222222222222,False,0.1455756422454805,False
pamap2,LAC,17,360,0.2,whole,0.33333333333333337,False,0.023786869647954328,False
pamap2,LAC,18,360,0.01,whole,0.16666666666666663,False,0.18363463368220742,False
pamap2,LAC,18,360,0.05,whole,0.2222222222222222,False,0.14081826831588962,False
pamap2,LAC,18,360,0.05,even_to_odd,0.2222222222222222,False,0.16952380952380952,False
pamap2,LAC,18,360,0.1,whole,0.2777777777777778,False,0.22930542340627974,False
pamap2,LAC,18,360,0.2,whole,0.33333333333333337,False,0.19790675547098002,False
pamap2,LAC,19,360,0.01,whole,0.05555555555555558,False,0.3235014272121789,False
pamap2,LAC,19,360,0.05,whole,0.11111111111111116,False,0.33111322549952427,False
pamap2,LAC,19,360,0.05,even_to_odd,0.11111111111111116,False,0.3314285714285714,False
pamap2,LAC,19,360,0.1,whole,0.11111111111111116,False,0.3235014272121789,False
pamap2,LAC,19,360,0.2,whole,0.16666666666666663,False,0.3235014272121789,False
pamap2,LAC,20,360,0.01,whole,0.05555555555555558,False,0.3368220742150333,False
pamap2,LAC,20,360,0.05,whole,0.05555555555555558,False,0.20456707897240722,False
pamap2,LAC,20,360,0.05,even_to_odd,0.05555555555555558,False,0.22666666666666666,False
pamap2,LAC,20,360,0.1,whole,0.05555555555555558,False,0.20456707897240722,False
pamap2,LAC,20,360,0.2,whole,0.05555555555555558,False,0.20456707897240722,False
pamap2,LAC,21,360,0.01,whole,0.11111111111111116,False,0.20266412940057088,False
pamap2,LAC,21,360,0.05,whole,0.11111111111111116,False,0.19410085632730734,False
pamap2,LAC,21,360,0.05,even_to_odd,0.16666666666666663,False,0.29523809523809524,False
pamap2,LAC,21,360,0.1,whole,0.16666666666666663,False,0.20266412940057088,False
pamap2,LAC,21,360,0.2,whole,0.2777777777777778,False,0.20266412940057088,False
pamap2,LAC,22,360,0.01,whole,0.2222222222222222,False,0.38058991436726924,False
pamap2,LAC,22,360,0.05,whole,0.33333333333333337,False,0.38058991436726924,False
pamap2,LAC,22,360,0.05,even_to_odd,0.33333333333333337,False,0.41333333333333333,False
pamap2,LAC,22,360,0.1,whole,0.33333333333333337,False,0.3139866793529971,False
pamap2,LAC,22,360,0.2,whole,0.38888888888888884,False,0.38058991436726924,False
pamap2,LAC,23,360,0.01,whole,0.11111111111111116,False,0.33111322549952427,False
pamap2,LAC,23,360,0.05,whole,0.2222222222222222,False,0.1807802093244529,False
pamap2,LAC,23,360,0.05,even_to_odd,0.2222222222222222,False,0.2038095238095238,False
pamap2,LAC,23,360,0.1,whole,0.5,False,0.1807802093244529,False
pamap2,LAC,23,360,0.2,whole,0.5555555555555556,False,0.10466222645099905,False
pamap2,LAC,24,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,24,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,24,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,24,360,0.1,whole,0.05555555555555558,False,0.35965746907706947,False
pamap2,LAC,24,360,0.2,whole,0.16666666666666663,False,0.35965746907706947,False
pamap2,LAC,25,360,0.01,whole,0.05555555555555558,False,0.3748810656517602,False
pamap2,LAC,25,360,0.05,whole,0.05555555555555558,False,0.3292102759276879,False
pamap2,LAC,25,360,0.05,even_to_odd,0.05555555555555558,False,0.3580952380952381,False
pamap2,LAC,25,360,0.1,whole,0.05555555555555558,False,0.3168411037107517,False
pamap2,LAC,25,360,0.2,whole,0.05555555555555558,False,0.3168411037107517,False
pamap2,LAC,26,360,0.01,whole,0.2777777777777778,False,0.12654614652711704,False
pamap2,LAC,26,360,0.05,whole,0.33333333333333337,False,0.06279733587059944,False
pamap2,LAC,26,360,0.05,even_to_odd,0.33333333333333337,False,0.06857142857142857,False
pamap2,LAC,26,360,0.1,whole,0.33333333333333337,False,0.06279733587059944,False
pamap2,LAC,26,360,0.2,whole,0.38888888888888884,False,0.0,False
pamap2,LAC,27,360,0.01,whole,0.11111111111111116,False,0.34823977164605135,False
pamap2,LAC,27,360,0.05,whole,0.2777777777777778,False,0.0,False
pamap2,LAC,27,360,0.05,even_to_odd,0.2777777777777778,False,0.0,False
pamap2,LAC,27,360,0.1,whole,0.33333333333333337,True,-0.029495718363463368,False
pamap2,LAC,27,360,0.2,whole,0.38888888888888884,True,-0.048525214081826834,False
pamap2,LAC,28,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,28,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,28,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,28,360,0.1,whole,0.05555555555555558,False,0.18173168411037108,False
pamap2,LAC,28,360,0.2,whole,0.05555555555555558,False,0.18173168411037108,False
pamap2,LAC,29,360,0.01,whole,0.05555555555555558,False,0.2521408182683159,False
pamap2,LAC,29,360,0.05,whole,0.05555555555555558,False,0.15318744053282587,False
pamap2,LAC,29,360,0.05,even_to_odd,0.05555555555555558,False,0.16,False
pamap2,LAC,29,360,0.1,whole,0.11111111111111116,False,0.15318744053282587,False
pamap2,LAC,29,360,0.2,whole,0.16666666666666663,False,0.15318744053282587,False
pamap2,LAC,30,360,0.01,whole,0.16666666666666663,False,0.368220742150333,False
pamap2,LAC,30,360,0.05,whole,0.16666666666666663,False,0.3339676498572788,False
pamap2,LAC,30,360,0.05,even_to_odd,0.16666666666666663,False,0.37333333333333335,False
pamap2,LAC,30,360,0.1,whole,0.33333333333333337,False,0.2093244529019981,False
pamap2,LAC,30,360,0.2,whole,0.5,False,0.43101807802093245,False
pamap2,LAC,31,360,0.01,whole,0.11111111111111116,False,0.263558515699334,False
pamap2,LAC,31,360,0.05,whole,0.2222222222222222,False,0.263558515699334,False
pamap2,LAC,31,360,0.05,even_to_odd,0.2222222222222222,False,0.26285714285714284,False
pamap2,LAC,31,360,0.1,whole,0.2777777777777778,False,0.263558515699334,False
pamap2,LAC,31,360,0.2,whole,0.2777777777777778,False,0.21503330161750714,False
pamap2,LAC,32,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,32,360,0.05,whole,0.05555555555555558,False,0.3292102759276879,False
pamap2,LAC,32,360,0.05,even_to_odd,0.05555555555555558,False,0.36,False
pamap2,LAC,32,360,0.1,whole,0.05555555555555558,False,0.3139866793529971,False
pamap2,LAC,32,360,0.2,whole,0.05555555555555558,False,0.3139866793529971,False
pamap2,LAC,33,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,33,360,0.05,whole,0.05555555555555558,False,0.19314938154138916,False
pamap2,LAC,33,360,0.05,even_to_odd,0.05555555555555558,False,0.18857142857142858,False
pamap2,LAC,33,360,0.1,whole,0.05555555555555558,False,0.18553758325404376,False
pamap2,LAC,33,360,0.2,whole,0.05555555555555558,False,0.18553758325404376,False
pamap2,LAC,34,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,34,360,0.05,whole,0.0,False,0.0,False
pamap2,LAC,34,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,LAC,34,360,0.1,whole,0.11111111111111116,False,0.20361560418648905,False
pamap2,LAC,34,360,0.2,whole,0.11111111111111116,False,0.20361560418648905,False
pamap2,LAC,35,360,0.01,whole,0.05555555555555558,False,0.2626070409134158,False
pamap2,LAC,35,360,0.05,whole,0.16666666666666663,False,0.16270218839200762,False
pamap2,LAC,35,360,0.05,even_to_odd,0.16666666666666663,False,0.17333333333333334,False
pamap2,LAC,35,360,0.1,whole,0.16666666666666663,False,0.11322549952426261,False
pamap2,LAC,35,360,0.2,whole,0.16666666666666663,False,0.08372978116079924,False
pamap2,LAC,36,360,0.01,whole,0.16666666666666663,False,0.16270218839200762,False
pamap2,LAC,36,360,0.05,whole,0.2222222222222222,False,0.16270218839200762,False
pamap2,LAC,36,360,0.05,even_to_odd,0.2222222222222222,False,0.17904761904761904,False
pamap2,LAC,36,360,0.1,whole,0.2222222222222222,False,0.16270218839200762,False
pamap2,LAC,36,360,0.2,whole,0.2777777777777778,False,0.16270218839200762,False
pamap2,LAC,37,360,0.01,whole,0.05555555555555558,False,0.3006660323501427,False
pamap2,LAC,37,360,0.05,whole,0.05555555555555558,False,0.269267364414843,False
pamap2,LAC,37,360,0.05,even_to_odd,0.05555555555555558,False,0.2838095238095238,False
pamap2,LAC,37,360,0.1,whole,0.05555555555555558,False,0.24643196955280686,False
pamap2,LAC,37,360,0.2,whole,0.16666666666666663,False,0.06945765937202664,False
pamap2,LAC,38,360,0.01,whole,0.11111111111111116,False,0.29590865842055186,False
pamap2,LAC,38,360,0.05,whole,0.11111111111111116,False,0.26736441484300666,False
pamap2,LAC,38,360,0.05,even_to_odd,0.11111111111111116,False,0.2571428571428571,False
pamap2,LAC,38,360,0.1,whole,0.16666666666666663,False,0.29590865842055186,False
pamap2,LAC,38,360,0.2,whole,0.16666666666666663,False,0.26736441484300666,False
pamap2,LAC,39,360,0.01,whole,0.0,False,0.0,False
pamap2,LAC,39,360,0.05,whole,0.05555555555555558,False,0.2559467174119886,False
pamap2,LAC,39,360,0.05,even_to_odd,0.05555555555555558,False,0.2914285714285714,False
pamap2,LAC,39,360,0.1,whole,0.05555555555555558,False,0.2521408182683159,False
pamap2,LAC,39,360,0.2,whole,0.05555555555555558,False,0.2521408182683159,False
pamap2,APS,0,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,0,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,0,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,0,360,0.1,whole,0.05555555555555558,False,0.3720266412940057,False
pamap2,APS,0,360,0.2,whole,0.05555555555555558,False,0.3720266412940057,False
pamap2,APS,1,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,1,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,1,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,1,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,1,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,2,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,2,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,2,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,2,360,0.1,whole,0.05555555555555558,False,0.4605137963843958,False
pamap2,APS,2,360,0.2,whole,0.11111111111111116,False,0.49762131303520457,False
pamap2,APS,3,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,3,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,3,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,3,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,3,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,4,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,4,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,4,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,4,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,4,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,5,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,5,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,5,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,5,360,0.1,whole,0.05555555555555558,False,0.34538534728829684,False
pamap2,APS,5,360,0.2,whole,0.11111111111111116,False,0.22169362511893434,False
pamap2,APS,6,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,6,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,6,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,6,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,6,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,7,360,0.01,whole,0.05555555555555558,False,0.07326355851569934,False
pamap2,APS,7,360,0.05,whole,0.05555555555555558,False,0.0,False
pamap2,APS,7,360,0.05,even_to_odd,0.05555555555555558,False,0.0,False
pamap2,APS,7,360,0.1,whole,0.11111111111111116,True,-0.049476688867745006,False
pamap2,APS,7,360,0.2,whole,0.16666666666666663,False,0.0,False
pamap2,APS,8,360,0.01,whole,0.05555555555555558,False,0.1522359657469077,False
pamap2,APS,8,360,0.05,whole,0.05555555555555558,False,0.10941960038058991,False
pamap2,APS,8,360,0.05,even_to_odd,0.05555555555555558,False,0.09714285714285714,False
pamap2,APS,8,360,0.1,whole,0.05555555555555558,False,0.0,False
pamap2,APS,8,360,0.2,whole,0.11111111111111116,False,0.0,False
pamap2,APS,9,360,0.01,whole,0.05555555555555558,False,0.1170313986679353,False
pamap2,APS,9,360,0.05,whole,0.05555555555555558,False,0.056137012369172214,False
pamap2,APS,9,360,0.05,even_to_odd,0.05555555555555558,False,0.05523809523809524,False
pamap2,APS,9,360,0.1,whole,0.05555555555555558,False,0.05233111322549953,False
pamap2,APS,9,360,0.2,whole,0.05555555555555558,False,0.05233111322549953,False
pamap2,APS,10,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,10,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,10,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,10,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,10,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,11,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,11,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,11,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,11,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,11,360,0.2,whole,0.05555555555555558,False,0.0,False
pamap2,APS,12,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,12,360,0.05,whole,0.05555555555555558,False,0.08943862987630828,False
pamap2,APS,12,360,0.05,even_to_odd,0.05555555555555558,False,0.08571428571428572,False
pamap2,APS,12,360,0.1,whole,0.05555555555555558,False,0.02759276879162702,False
pamap2,APS,12,360,0.2,whole,0.16666666666666663,False,0.08943862987630828,False
pamap2,APS,13,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,13,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,13,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,13,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,13,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,14,360,0.01,whole,0.05555555555555558,False,0.3786869647954329,False
pamap2,APS,14,360,0.05,whole,0.05555555555555558,False,0.21788772597526165,False
pamap2,APS,14,360,0.05,even_to_odd,0.05555555555555558,False,0.1980952380952381,False
pamap2,APS,14,360,0.1,whole,0.05555555555555558,False,0.16841103710751665,False
pamap2,APS,14,360,0.2,whole,0.11111111111111116,False,0.16841103710751665,False
pamap2,APS,15,360,0.01,whole,0.11111111111111116,False,0.0,False
pamap2,APS,15,360,0.05,whole,0.11111111111111116,True,-0.029495718363463368,False
pamap2,APS,15,360,0.05,even_to_odd,0.11111111111111116,True,-0.02857142857142857,False
pamap2,APS,15,360,0.1,whole,0.2777777777777778,True,-0.8763082778306375,False
pamap2,APS,15,360,0.2,whole,0.33333333333333337,True,-1.066603235014272,False
pamap2,APS,16,360,0.01,whole,0.11111111111111116,False,0.3882017126546147,False
pamap2,APS,16,360,0.05,whole,0.11111111111111116,False,0.2521408182683159,False
pamap2,APS,16,360,0.05,even_to_odd,0.11111111111111116,False,0.22095238095238096,False
pamap2,APS,16,360,0.1,whole,0.16666666666666663,False,0.2521408182683159,False
pamap2,APS,16,360,0.2,whole,0.4444444444444444,False,0.5432921027592769,True
pamap2,APS,17,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,17,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,17,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,17,360,0.1,whole,0.2777777777777778,True,-0.4862036156041865,False
pamap2,APS,17,360,0.2,whole,0.5,True,-1.510941960038059,False
pamap2,APS,18,360,0.01,whole,0.11111111111111116,False,0.39295908658420553,False
pamap2,APS,18,360,0.05,whole,0.2222222222222222,False,0.39295908658420553,False
pamap2,APS,18,360,0.05,even_to_odd,0.2222222222222222,False,0.38285714285714284,False
pamap2,APS,18,360,0.1,whole,0.2777777777777778,False,0.39295908658420553,False
pamap2,APS,18,360,0.2,whole,0.33333333333333337,False,0.39295908658420553,False
pamap2,APS,19,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,19,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,19,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,19,360,0.1,whole,0.05555555555555558,False,0.07897240723120837,False
pamap2,APS,19,360,0.2,whole,0.05555555555555558,False,0.07897240723120837,False
pamap2,APS,20,360,0.01,whole,0.11111111111111116,False,0.21408182683158897,False
pamap2,APS,20,360,0.05,whole,0.11111111111111116,False,0.13606089438629876,False
pamap2,APS,20,360,0.05,even_to_odd,0.11111111111111116,False,0.14095238095238094,False
pamap2,APS,20,360,0.1,whole,0.16666666666666663,False,0.2559467174119886,False
pamap2,APS,20,360,0.2,whole,0.33333333333333337,False,0.43387250237868696,False
pamap2,APS,21,360,0.01,whole,0.05555555555555558,False,0.21788772597526165,False
pamap2,APS,21,360,0.05,whole,0.05555555555555558,False,0.1950523311132255,False
pamap2,APS,21,360,0.05,even_to_odd,0.05555555555555558,False,0.2,False
pamap2,APS,21,360,0.1,whole,0.11111111111111116,False,0.029495718363463368,False
pamap2,APS,21,360,0.2,whole,0.11111111111111116,False,0.029495718363463368,False
pamap2,APS,22,360,0.01,whole,0.05555555555555558,False,0.09800190294957184,False
pamap2,APS,22,360,0.05,whole,0.05555555555555558,False,0.08848715509039011,False
pamap2,APS,22,360,0.05,even_to_odd,0.05555555555555558,False,0.08571428571428572,False
pamap2,APS,22,360,0.1,whole,0.05555555555555558,False,0.0,False
pamap2,APS,22,360,0.2,whole,0.05555555555555558,False,0.0,False
pamap2,APS,23,360,0.01,whole,0.0,False,0.0,False
