dataset,score,draw,N,delta,mode,saving,containment_failure,inflation,inflation_exceeded
mhealth,APS,39,480,0.1,whole,0.45833333333333337,False,0.38545454545454544,False
mhealth,APS,39,480,0.2,whole,0.5,False,0.4509090909090909,False
wisdm,LAC,0,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,0,480,0.05,whole,0.04166666666666663,False,0.41356294219730344,False
wisdm,LAC,0,480,0.05,even_to_odd,0.04166666666666663,False,0.40907877169559415,False
wisdm,LAC,0,480,0.1,whole,0.04166666666666663,False,0.41356294219730344,False
wisdm,LAC,0,480,0.2,whole,0.04166666666666663,False,0.29114937925510614,False
wisdm,LAC,1,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,1,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,1,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,1,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,1,480,0.2,whole,0.04166666666666663,False,0.010279001468428781,False
wisdm,LAC,2,480,0.01,whole,0.04166666666666663,False,0.17727940194900546,False
wisdm,LAC,2,480,0.05,whole,0.08333333333333337,False,0.17727940194900546,False
wisdm,LAC,2,480,0.05,even_to_odd,0.08333333333333337,False,0.17676902536715622,False
wisdm,LAC,2,480,0.1,whole,0.08333333333333337,False,0.17727940194900546,False
wisdm,LAC,2,480,0.2,whole,0.08333333333333337,False,0.17447603791216126,False
wisdm,LAC,3,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,3,480,0.05,whole,0.04166666666666663,False,0.1763449472700574,False
wisdm,LAC,3,480,0.05,even_to_odd,0.04166666666666663,False,0.17249666221628837,False
wisdm,LAC,3,480,0.1,whole,0.04166666666666663,False,0.1763449472700574,False
wisdm,LAC,3,480,0.2,whole,0.04166666666666663,False,0.1748765184888533,False
wisdm,LAC,4,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,4,480,0.05,whole,0.04166666666666663,False,0.15845681484448004,False
wisdm,LAC,4,480,0.05,even_to_odd,0.04166666666666663,False,0.15941255006675567,False
wisdm,LAC,4,480,0.1,whole,0.04166666666666663,False,0.15845681484448004,False
wisdm,LAC,4,480,0.2,whole,0.125,False,0.48885329061540517,False
wisdm,LAC,5,480,0.01,whole,0.04166666666666663,False,0.31544520090775596,False
wisdm,LAC,5,480,0.05,whole,0.04166666666666663,False,0.28273928714457347,False
wisdm,LAC,5,480,0.05,even_to_odd,0.04166666666666663,False,0.27850467289719627,False
wisdm,LAC,5,480,0.1,whole,0.04166666666666663,False,0.28273928714457347,False
wisdm,LAC,5,480,0.2,whole,0.08333333333333337,False,0.42904819116272863,False
wisdm,LAC,6,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,6,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,6,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,6,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,6,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,7,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,7,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,7,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,7,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,7,480,0.2,whole,0.04166666666666663,False,0.2157255373114404,False
wisdm,LAC,8,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,8,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,8,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,8,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,8,480,0.2,whole,0.08333333333333337,False,0.07862768655720198,False
wisdm,LAC,9,480,0.01,whole,0.04166666666666663,False,0.35162194633560273,False
wisdm,LAC,9,480,0.05,whole,0.08333333333333337,False,0.4160993191830196,False
wisdm,LAC,9,480,0.05,even_to_odd,0.08333333333333337,False,0.4213618157543391,False
wisdm,LAC,9,480,0.1,whole,0.08333333333333337,False,0.35162194633560273,False
wisdm,LAC,9,480,0.2,whole,0.16666666666666663,False,0.4160993191830196,False
wisdm,LAC,10,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,10,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,10,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,10,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,10,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,11,480,0.01,whole,0.04166666666666663,False,0.3413429448671739,False
wisdm,LAC,11,480,0.05,whole,0.08333333333333337,False,0.3564277132559071,False
wisdm,LAC,11,480,0.05,even_to_odd,0.04166666666666663,False,0.3054739652870494,False
wisdm,LAC,11,480,0.1,whole,0.125,False,0.3564277132559071,False
wisdm,LAC,11,480,0.2,whole,0.5,False,0.15018021625951142,False
wisdm,LAC,12,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,12,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,12,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,12,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,12,480,0.2,whole,0.04166666666666663,False,0.09184354558803898,False
wisdm,LAC,13,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,13,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,13,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,13,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,13,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,14,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,14,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,14,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,14,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,14,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,15,480,0.01,whole,0.04166666666666663,False,0.44760379121612603,False
wisdm,LAC,15,480,0.05,whole,0.08333333333333337,False,0.2996929648912028,False
wisdm,LAC,15,480,0.05,even_to_odd,0.08333333333333337,False,0.3030707610146863,False
wisdm,LAC,15,480,0.1,whole,0.08333333333333337,False,0.2870110799626218,False
wisdm,LAC,15,480,0.2,whole,0.08333333333333337,False,0.2870110799626218,False
wisdm,LAC,16,480,0.01,whole,0.08333333333333337,False,0.3474836470431184,False
wisdm,LAC,16,480,0.05,whole,0.125,False,0.11814177012414898,False
wisdm,LAC,16,480,0.05,even_to_odd,0.125,False,0.12176234979973298,False
wisdm,LAC,16,480,0.1,whole,0.125,False,0.06955012681884928,False
wisdm,LAC,16,480,0.2,whole,0.25,False,0.11814177012414898,False
wisdm,LAC,17,480,0.01,whole,0.04166666666666663,False,0.26898945401148044,False
wisdm,LAC,17,480,0.05,whole,0.08333333333333337,False,0.26898945401148044,False
wisdm,LAC,17,480,0.05,even_to_odd,0.08333333333333337,False,0.26221628838451266,False
wisdm,LAC,17,480,0.1,whole,0.16666666666666663,False,0.26898945401148044,False
wisdm,LAC,17,480,0.2,whole,0.16666666666666663,False,0.2553731144039514,False
wisdm,LAC,18,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,18,480,0.05,whole,0.04166666666666663,False,0.12067814710986517,False
wisdm,LAC,18,480,0.05,even_to_odd,0.04166666666666663,False,0.12096128170894525,False
wisdm,LAC,18,480,0.1,whole,0.04166666666666663,False,0.12067814710986517,False
wisdm,LAC,18,480,0.2,whole,0.04166666666666663,False,0.0,False
wisdm,LAC,19,480,0.01,whole,0.04166666666666663,False,0.3757842744626886,False
wisdm,LAC,19,480,0.05,whole,0.08333333333333337,False,0.37698571619276466,False
wisdm,LAC,19,480,0.05,even_to_odd,0.08333333333333337,False,0.3986648865153538,False
wisdm,LAC,19,480,0.1,whole,0.08333333333333337,False,0.3757842744626886,False
wisdm,LAC,19,480,0.2,whole,0.16666666666666663,False,0.28060339073554935,False
wisdm,LAC,20,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,20,480,0.05,whole,0.04166666666666663,False,0.2292083833934054,False
wisdm,LAC,20,480,0.05,even_to_odd,0.04166666666666663,False,0.23204272363150868,False
wisdm,LAC,20,480,0.1,whole,0.04166666666666663,False,0.2292083833934054,False
wisdm,LAC,20,480,0.2,whole,0.08333333333333337,False,0.2292083833934054,False
wisdm,LAC,21,480,0.01,whole,0.04166666666666663,False,0.15325056734748366,False
wisdm,LAC,21,480,0.05,whole,0.08333333333333337,False,0.15325056734748366,False
wisdm,LAC,21,480,0.05,even_to_odd,0.08333333333333337,False,0.15193591455273697,False
wisdm,LAC,21,480,0.1,whole,0.125,False,0.18689093578961422,False
wisdm,LAC,21,480,0.2,whole,0.16666666666666663,False,0.38085702843412095,False
wisdm,LAC,22,480,0.01,whole,0.04166666666666663,False,0.29195034040849016,False
wisdm,LAC,22,480,0.05,whole,0.04166666666666663,False,0.17968228540915765,False
wisdm,LAC,22,480,0.05,even_to_odd,0.04166666666666663,False,0.17730307076101468,False
wisdm,LAC,22,480,0.1,whole,0.125,False,0.07529034841810173,False
wisdm,LAC,22,480,0.2,whole,0.125,False,0.07529034841810173,False
wisdm,LAC,23,480,0.01,whole,0.08333333333333337,False,0.3078360699506074,False
wisdm,LAC,23,480,0.05,whole,0.16666666666666663,False,0.08383393405419837,False
wisdm,LAC,23,480,0.05,even_to_odd,0.16666666666666663,False,0.08384512683578105,False
wisdm,LAC,23,480,0.1,whole,0.16666666666666663,False,0.023094379922573755,False
wisdm,LAC,23,480,0.2,whole,0.20833333333333337,False,0.023094379922573755,False
wisdm,LAC,24,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,24,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,24,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,24,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,24,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,25,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,25,480,0.05,whole,0.04166666666666663,False,0.04645574689627553,False
wisdm,LAC,25,480,0.05,even_to_odd,0.04166666666666663,False,0.04512683578104139,False
wisdm,LAC,25,480,0.1,whole,0.04166666666666663,False,0.04645574689627553,False
wisdm,LAC,25,480,0.2,whole,0.08333333333333337,False,0.04645574689627553,False
wisdm,LAC,26,480,0.01,whole,0.04166666666666663,False,0.0750233613669737,False
wisdm,LAC,26,480,0.05,whole,0.08333333333333337,False,0.010012014417300761,False
wisdm,LAC,26,480,0.05,even_to_odd,0.08333333333333337,False,0.010146862483311082,False
wisdm,LAC,26,480,0.1,whole,0.08333333333333337,False,0.010012014417300761,False
wisdm,LAC,26,480,0.2,whole,0.08333333333333337,False,0.005740221599252436,False
wisdm,LAC,27,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,27,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,27,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,27,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,27,480,0.2,whole,0.04166666666666663,False,0.5162194633560272,True
wisdm,LAC,28,480,0.01,whole,0.04166666666666663,False,0.09037511680683487,False
wisdm,LAC,28,480,0.05,whole,0.125,False,0.09037511680683487,False
wisdm,LAC,28,480,0.05,even_to_odd,0.125,False,0.08518024032042723,False
wisdm,LAC,28,480,0.1,whole,0.125,False,0.07996262181284208,False
wisdm,LAC,28,480,0.2,whole,0.16666666666666663,False,0.18595648111066612,False
wisdm,LAC,29,480,0.01,whole,0.04166666666666663,False,0.3143772527032439,False
wisdm,LAC,29,480,0.05,whole,0.04166666666666663,False,0.171138699773061,False
wisdm,LAC,29,480,0.05,even_to_odd,0.04166666666666663,False,0.17169559412550067,False
wisdm,LAC,29,480,0.1,whole,0.04166666666666663,False,0.171138699773061,False
wisdm,LAC,29,480,0.2,whole,0.20833333333333337,False,0.3514884528100387,False
wisdm,LAC,30,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,30,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,30,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,30,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,30,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,31,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,31,480,0.05,whole,0.125,False,0.3476171405686824,False
wisdm,LAC,31,480,0.05,even_to_odd,0.125,False,0.35113484646194926,False
wisdm,LAC,31,480,0.1,whole,0.125,False,0.3470831664664264,False
wisdm,LAC,31,480,0.2,whole,0.125,False,0.3470831664664264,False
wisdm,LAC,32,480,0.01,whole,0.04166666666666663,False,0.2657856093979442,False
wisdm,LAC,32,480,0.05,whole,0.04166666666666663,False,0.16646642637832065,False
wisdm,LAC,32,480,0.05,even_to_odd,0.04166666666666663,False,0.17036048064085446,False
wisdm,LAC,32,480,0.1,whole,0.08333333333333337,False,0.09624883193165132,False
wisdm,LAC,32,480,0.2,whole,0.125,False,0.08890668802563076,False
wisdm,LAC,33,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,33,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,33,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,33,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,33,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,34,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,34,480,0.05,whole,0.04166666666666663,False,0.017220664797757308,False
wisdm,LAC,34,480,0.05,even_to_odd,0.04166666666666663,False,0.015487316421895861,False
wisdm,LAC,34,480,0.1,whole,0.04166666666666663,False,0.017220664797757308,False
wisdm,LAC,34,480,0.2,whole,0.08333333333333337,False,0.00814310505940462,False
wisdm,LAC,35,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,35,480,0.05,whole,0.0,False,0.0,False
wisdm,LAC,35,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,LAC,35,480,0.1,whole,0.0,False,0.0,False
wisdm,LAC,35,480,0.2,whole,0.0,False,0.0,False
wisdm,LAC,36,480,0.01,whole,0.04166666666666663,False,0.3761847550393806,False
wisdm,LAC,36,480,0.05,whole,0.04166666666666663,False,0.34948604992657856,False
wisdm,LAC,36,480,0.05,even_to_odd,0.04166666666666663,False,0.3479305740987984,False
wisdm,LAC,36,480,0.1,whole,0.04166666666666663,False,0.34948604992657856,False
wisdm,LAC,36,480,0.2,whole,0.08333333333333337,False,0.3761847550393806,False
wisdm,LAC,37,480,0.01,whole,0.04166666666666663,False,0.34775063409424645,False
wisdm,LAC,37,480,0.05,whole,0.04166666666666663,False,0.31277533039647576,False
wisdm,LAC,37,480,0.05,even_to_odd,0.04166666666666663,False,0.3078771695594125,False
wisdm,LAC,37,480,0.1,whole,0.125,False,0.48164464023494863,False
wisdm,LAC,37,480,0.2,whole,0.125,False,0.48164464023494863,False
wisdm,LAC,38,480,0.01,whole,0.04166666666666663,False,0.3470831664664264,False
wisdm,LAC,38,480,0.05,whole,0.04166666666666663,False,0.26138032305433184,False
wisdm,LAC,38,480,0.05,even_to_odd,0.04166666666666663,False,0.253671562082777,False
wisdm,LAC,38,480,0.1,whole,0.04166666666666663,False,0.26138032305433184,False
wisdm,LAC,38,480,0.2,whole,0.5833333333333333,True,-0.5752236016553197,False
wisdm,LAC,39,480,0.01,whole,0.0,False,0.0,False
wisdm,LAC,39,480,0.05,whole,0.04166666666666663,False,0.40648778534241087,False
wisdm,LAC,39,480,0.05,even_to_odd,0.04166666666666663,False,0.4069425901201602,False
wisdm,LAC,39,480,0.1,whole,0.04166666666666663,False,0.40648778534241087,False
wisdm,LAC,39,480,0.2,whole,0.29166666666666663,False,0.0,False
wisdm,APS,0,480,0.01,whole,0.04166666666666663,False,0.41262848751835535,False
wisdm,APS,0,480,0.05,whole,0.04166666666666663,False,0.3249232412228007,False
wisdm,APS,0,480,0.05,even_to_odd,0.04166666666666663,False,0.3287049399198932,False
wisdm,APS,0,480,0.1,whole,0.125,False,0.41262848751835535,False
wisdm,APS,0,480,0.2,whole,0.125,False,0.41262848751835535,False
wisdm,APS,1,480,0.01,whole,0.08333333333333337,False,0.15738886663996796,False
wisdm,APS,1,480,0.05,whole,0.125,False,0.15738886663996796,False
wisdm,APS,1,480,0.05,even_to_odd,0.125,False,0.16048064085447264,False
wisdm,APS,1,480,0.1,whole,0.25,False,0.1934321185422507,False
wisdm,APS,1,480,0.2,whole,0.25,False,0.15738886663996796,False
wisdm,APS,2,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,2,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,2,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,2,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,2,480,0.2,whole,0.0,False,0.0,False
wisdm,APS,3,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,3,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,3,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,3,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,3,480,0.2,whole,0.08333333333333337,False,0.06340942464290482,False
wisdm,APS,4,480,0.01,whole,0.04166666666666663,False,0.2173274596182085,False
wisdm,APS,4,480,0.05,whole,0.08333333333333337,False,0.3237217994927246,False
wisdm,APS,4,480,0.05,even_to_odd,0.08333333333333337,False,0.32176234979973295,False
wisdm,APS,4,480,0.1,whole,0.125,False,0.3237217994927246,False
wisdm,APS,4,480,0.2,whole,0.16666666666666663,False,0.43759177679882527,False
wisdm,APS,5,480,0.01,whole,0.04166666666666663,False,0.4800427179281805,False
wisdm,APS,5,480,0.05,whole,0.04166666666666663,False,0.44773728474169,False
wisdm,APS,5,480,0.05,even_to_odd,0.04166666666666663,False,0.4456608811748999,False
wisdm,APS,5,480,0.1,whole,0.04166666666666663,False,0.44773728474169,False
wisdm,APS,5,480,0.2,whole,0.04166666666666663,False,0.3801895608063009,False
wisdm,APS,6,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,6,480,0.05,whole,0.04166666666666663,False,0.2302763315979175,False
wisdm,APS,6,480,0.05,even_to_odd,0.04166666666666663,False,0.22590120160213617,False
wisdm,APS,6,480,0.1,whole,0.04166666666666663,False,0.20758243225203576,False
wisdm,APS,6,480,0.2,whole,0.04166666666666663,False,0.20758243225203576,False
wisdm,APS,7,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,7,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,7,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,7,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,7,480,0.2,whole,0.04166666666666663,False,0.28354024829795754,False
wisdm,APS,8,480,0.01,whole,0.04166666666666663,False,0.26778801228140436,False
wisdm,APS,8,480,0.05,whole,0.04166666666666663,False,0.16352956881591243,False
wisdm,APS,8,480,0.05,even_to_odd,0.04166666666666663,False,0.15834445927903873,False
wisdm,APS,8,480,0.1,whole,0.125,False,0.060339073554932586,False
wisdm,APS,8,480,0.2,whole,0.125,False,0.0,False
wisdm,APS,9,480,0.01,whole,0.04166666666666663,False,0.16873581631290882,False
wisdm,APS,9,480,0.05,whole,0.04166666666666663,False,0.15592043785876386,False
wisdm,APS,9,480,0.05,even_to_odd,0.04166666666666663,False,0.15407209612817088,False
wisdm,APS,9,480,0.1,whole,0.04166666666666663,False,0.15592043785876386,False
wisdm,APS,9,480,0.2,whole,0.08333333333333337,False,0.20210919770391136,False
wisdm,APS,10,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,10,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,10,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,10,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,10,480,0.2,whole,0.0,False,0.0,False
wisdm,APS,11,480,0.01,whole,0.04166666666666663,False,0.28500867707916167,False
wisdm,APS,11,480,0.05,whole,0.04166666666666663,False,0.12107862768655721,False
wisdm,APS,11,480,0.05,even_to_odd,0.04166666666666663,False,0.12443257676902536,False
wisdm,APS,11,480,0.1,whole,0.125,False,0.28500867707916167,False
wisdm,APS,11,480,0.2,whole,0.5416666666666667,True,-0.788813242557736,False
wisdm,APS,12,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,12,480,0.05,whole,0.375,True,-0.46749432652516354,False
wisdm,APS,12,480,0.05,even_to_odd,0.375,True,-0.4688918558077437,False
wisdm,APS,12,480,0.1,whole,0.375,True,-0.46749432652516354,False
wisdm,APS,12,480,0.2,whole,0.5,True,-0.4788412761981044,False
wisdm,APS,13,480,0.01,whole,0.04166666666666663,False,0.31985048725136833,False
wisdm,APS,13,480,0.05,whole,0.04166666666666663,False,0.3052996929648912,False
wisdm,APS,13,480,0.05,even_to_odd,0.04166666666666663,False,0.30280373831775703,False
wisdm,APS,13,480,0.1,whole,0.04166666666666663,False,0.3052996929648912,False
wisdm,APS,13,480,0.2,whole,0.125,False,0.3052996929648912,False
wisdm,APS,14,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,14,480,0.05,whole,0.16666666666666663,False,0.24723000934454678,False
wisdm,APS,14,480,0.05,even_to_odd,0.16666666666666663,False,0.2437917222963952,False
wisdm,APS,14,480,0.1,whole,0.20833333333333337,False,0.24456013883326658,False
wisdm,APS,14,480,0.2,whole,0.25,False,0.24456013883326658,False
wisdm,APS,15,480,0.01,whole,0.04166666666666663,False,0.31250834334534777,False
wisdm,APS,15,480,0.05,whole,0.04166666666666663,False,0.26805499933253235,False
wisdm,APS,15,480,0.05,even_to_odd,0.04166666666666663,False,0.2667556742323097,False
wisdm,APS,15,480,0.1,whole,0.04166666666666663,False,0.26805499933253235,False
wisdm,APS,15,480,0.2,whole,0.04166666666666663,False,0.2420237618475504,False
wisdm,APS,16,480,0.01,whole,0.04166666666666663,False,0.2603123748498198,False
wisdm,APS,16,480,0.05,whole,0.08333333333333337,False,0.11947670537978908,False
wisdm,APS,16,480,0.05,even_to_odd,0.08333333333333337,False,0.11748998664886515,False
wisdm,APS,16,480,0.1,whole,0.125,False,0.11947670537978908,False
wisdm,APS,16,480,0.2,whole,0.16666666666666663,False,0.2603123748498198,False
wisdm,APS,17,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,17,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,17,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,17,480,0.1,whole,0.08333333333333337,False,0.1593912695234281,False
wisdm,APS,17,480,0.2,whole,0.125,False,0.1144039514083567,False
wisdm,APS,18,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,18,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,18,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,18,480,0.1,whole,0.04166666666666663,False,0.2341476438392738,False
wisdm,APS,18,480,0.2,whole,0.04166666666666663,False,0.2065144840475237,False
wisdm,APS,19,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,19,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,19,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,19,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,19,480,0.2,whole,0.08333333333333337,False,0.40248297957549056,False
wisdm,APS,20,480,0.01,whole,0.04166666666666663,False,0.15752236016553198,False
wisdm,APS,20,480,0.05,whole,0.04166666666666663,False,0.13149112268055,False
wisdm,APS,20,480,0.05,even_to_odd,0.04166666666666663,False,0.13164218958611482,False
wisdm,APS,20,480,0.1,whole,0.04166666666666663,False,0.13149112268055,False
wisdm,APS,20,480,0.2,whole,0.04166666666666663,False,0.016419703644373247,False
wisdm,APS,21,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,21,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,21,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,21,480,0.1,whole,0.04166666666666663,False,0.18101722066479775,False
wisdm,APS,21,480,0.2,whole,0.08333333333333337,False,0.3457482312107863,False
wisdm,APS,22,480,0.01,whole,0.125,False,0.19823788546255505,False
wisdm,APS,22,480,0.05,whole,0.16666666666666663,False,0.19823788546255505,False
wisdm,APS,22,480,0.05,even_to_odd,0.16666666666666663,False,0.19759679572763686,False
wisdm,APS,22,480,0.1,whole,0.20833333333333337,False,0.10692831397677213,False
wisdm,APS,22,480,0.2,whole,0.33333333333333337,False,0.10692831397677213,False
wisdm,APS,23,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,23,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,23,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,23,480,0.1,whole,0.08333333333333337,False,0.250300360432519,False
wisdm,APS,23,480,0.2,whole,0.08333333333333337,False,0.250300360432519,False
wisdm,APS,24,480,0.01,whole,0.04166666666666663,False,0.26231477773327994,False
wisdm,APS,24,480,0.05,whole,0.04166666666666663,False,0.21385662795354426,False
wisdm,APS,24,480,0.05,even_to_odd,0.04166666666666663,False,0.21869158878504674,False
wisdm,APS,24,480,0.1,whole,0.04166666666666663,False,0.21385662795354426,False
wisdm,APS,24,480,0.2,whole,0.08333333333333337,False,0.21385662795354426,False
wisdm,APS,25,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,25,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,25,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,25,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,25,480,0.2,whole,0.04166666666666663,True,-0.11467093845948471,False
wisdm,APS,26,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,26,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,26,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,26,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,26,480,0.2,whole,0.0,False,0.0,False
wisdm,APS,27,480,0.01,whole,0.04166666666666663,False,0.3488185822987585,False
wisdm,APS,27,480,0.05,whole,0.08333333333333337,False,0.3991456414363903,False
wisdm,APS,27,480,0.05,even_to_odd,0.08333333333333337,False,0.4069425901201602,False
wisdm,APS,27,480,0.1,whole,0.08333333333333337,False,0.3991456414363903,False
wisdm,APS,27,480,0.2,whole,0.08333333333333337,False,0.3828594313175811,False
wisdm,APS,28,480,0.01,whole,0.04166666666666663,False,0.034174342544386595,False
wisdm,APS,28,480,0.05,whole,0.08333333333333337,False,0.034174342544386595,False
wisdm,APS,28,480,0.05,even_to_odd,0.08333333333333337,False,0.03337783711615487,False
wisdm,APS,28,480,0.1,whole,0.08333333333333337,False,0.021225470564677613,False
wisdm,APS,28,480,0.2,whole,0.20833333333333337,False,0.06501134694967294,False
wisdm,APS,29,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,29,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,29,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,29,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,29,480,0.2,whole,0.20833333333333337,False,0.6956347617140569,True
wisdm,APS,30,480,0.01,whole,0.0,False,0.0,False
wisdm,APS,30,480,0.05,whole,0.0,False,0.0,False
wisdm,APS,30,480,0.05,even_to_odd,0.0,False,0.0,False
wisdm,APS,30,480,0.1,whole,0.0,False,0.0,False
wisdm,APS,30,480,0.2,whole,0.0,False,0.0,False
wisdm,APS,31,480,0.01,whole,0.08333333333333337,False,0.2541716726738753,False
wisdm,APS,31,480,0.05,whole,0.125,False,0.2380189560806301,False
wisdm,APS,31,480,0.05,even_to_odd,0.125,False,0.2397863818424566,False
wisdm,APS,31,480,0.1,whole,0.125,False,0.2029101588572954,False
wisdm,APS,31,480,0.2,whole,0.16666666666666663,False,0.2541716726738753,False
wisdm,APS,32,480,0.01,whole,0.04166666666666663,False,0.20237618475503938,False
wisdm,APS,32,480,0.05,whole,0.16666666666666663,False,0.28861300226938996,False
